,SHEETBAR,TN,TP,TEMP,DO,TURB,COND,VEL,SS,WDP,CHLcal,SECCHI,LONGITUDE,LATITUDE,DATE,FLDNUM,LOCATCD,STRATUM,YEAR,PREDICTED_TN,PREDICTED_TP
9413,41027043,,,11.5,10.5,9.0,397.0,0.25,7.86,2.0,20.4727,76.0,-92.0022820897144,44.3681248910963,05/02/2018,1,1811081,2.0,2018,4.593241474240555,0.15244758179772538
9414,41027056,3.563,0.1,17.8,12.1,7.0,384.0,,6.6,8.1,21.1331,96.0,-92.1338315779071,44.4213518410597,05/03/2018,1,M766.0I,,2018,3.563,0.1
9415,41027058,3.834,0.117,15.4,12.3,6.0,394.0,,7.0,7.3,29.3881,86.0,-92.1015523256651,44.4095248437183,05/03/2018,1,M764.3A,,2018,3.834,0.117
9416,41027059,2.029,0.076,11.6,10.4,5.0,207.0,,5.1,3.3,15.5197,105.0,-92.0839653499358,44.4089530075161,05/03/2018,1,CH00.1M,,2018,2.029,0.076
9417,41027060,0.944,0.055,14.7,8.3,3.0,104.0,0.63,2.3,5.1,9.411,122.0,-91.9638106043998,44.3768752583704,05/03/2018,1,M757.2Z,,2018,0.944,0.055
9418,41027064,1.678,0.08,12.4,9.9,6.0,194.0,,9.3,6.9,13.2083,102.0,-91.9213446354156,44.326984068302,05/03/2018,1,M752.9Z,,2018,1.678,0.08
9419,41027065,3.754,0.109,12.1,10.6,8.0,393.0,,8.37,3.3,18.9868,94.0,-91.9251673510734,44.3257506896946,05/03/2018,1,M752.9M,,2018,3.754,0.109
9420,41027066,3.777,0.113,13.2,11.0,8.0,403.0,,9.6,10.1,21.4633,79.0,-91.929114154232,44.3245813669802,05/03/2018,1,M752.9Y,,2018,3.777,0.113
9421,41027067,1.183,0.049,18.5,9.0,3.0,203.0,0.29,3.6,4.3,10.4016,140.0,-91.9638106043998,44.3768752583704,05/16/2018,1,M757.2Z,,2018,1.183,0.049
9422,41027068,1.811,0.066,17.4,9.4,8.0,330.0,,10.73,6.6,15.6848,113.0,-91.9213446354156,44.326984068302,05/16/2018,1,M752.9Z,,2018,1.811,0.066
9423,41027069,2.316,0.051,16.1,9.1,4.0,490.0,,4.87,2.6,14.1989,151.0,-91.9251673510734,44.3257506896946,05/16/2018,1,M752.9M,,2018,2.316,0.051
9424,41027070,2.537,0.059,15.6,8.3,5.0,507.0,,5.53,8.3,12.0526,127.0,-91.929114154232,44.3245813669802,05/16/2018,1,M752.9Y,,2018,2.537,0.059
9425,41027071,1.215,0.06,17.0,9.6,5.0,138.0,,8.9,2.4,19.4821,117.0,-92.0839653499358,44.4089530075161,05/16/2018,1,CH00.1M,,2018,1.215,0.06
9426,41027072,2.553,0.068,16.7,10.8,3.0,505.0,,5.87,6.2,27.9022,126.0,-92.1015523256651,44.4095248437183,05/16/2018,1,M764.3A,,2018,2.553,0.068
9427,41027073,2.507,0.066,18.9,13.7,4.0,501.0,,6.17,7.3,35.0015,122.0,-92.1338315779071,44.4213518410597,05/16/2018,1,M766.0I,,2018,2.507,0.066
9428,41027088,3.405,0.083,24.1,12.6,6.0,546.0,,7.9,6.9,46.7236,108.0,-92.1338315779071,44.4213518410597,05/29/2018,1,M766.0I,,2018,3.405,0.083
9429,41027090,3.377,0.067,23.2,11.1,5.0,556.0,,7.17,5.7,43.2565,125.0,-92.1015523256651,44.4095248437183,05/29/2018,1,M764.3A,,2018,3.377,0.067
9430,41027091,1.375,0.067,24.1,7.7,6.0,178.0,,9.27,1.78,8.7506,121.0,-92.0839653499358,44.4089530075161,05/29/2018,1,CH00.1M,,2018,1.375,0.067
9431,41027092,2.227,0.063,25.4,11.6,5.0,406.0,0.18,7.27,4.0,27.9022,100.0,-91.9638106043998,44.3768752583704,05/29/2018,1,M757.2Z,,2018,2.227,0.063
9432,41027093,2.555,0.088,24.0,9.5,8.0,438.0,,11.23,6.1,29.223,96.0,-91.9213446354156,44.326984068302,05/29/2018,1,M752.9Z,,2018,2.555,0.088
9433,41027094,3.129,0.057,22.5,9.4,6.0,527.0,,7.2,2.5,25.0955,122.0,-91.9251673510734,44.3257506896946,05/29/2018,1,M752.9M,,2018,3.129,0.057
9434,41027095,3.266,0.056,23.4,10.8,5.0,551.0,,6.7,9.6,34.8364,104.0,-91.929114154232,44.3245813669802,05/29/2018,1,M752.9Y,,2018,3.266,0.056
9435,41027118,3.451,0.102,23.5,7.7,4.0,515.0,,2.68,6.6,6.1645,141.0,-92.1338315779071,44.4213518410597,06/12/2018,1,M766.0I,,2018,3.451,0.102
9436,41027120,3.434,0.105,22.9,7.8,5.0,503.0,,4.08,5.4,11.955,128.0,-92.1015523256651,44.4095248437183,06/12/2018,1,M764.3A,,2018,3.434,0.105
9437,41027121,1.413,0.082,22.5,8.3,6.0,168.0,,8.3,1.9,12.581,109.0,-92.0839653499358,44.4089530075161,06/12/2018,1,CH00.1M,,2018,1.413,0.082
9438,41027122,1.942,0.084,22.9,7.3,5.0,325.0,0.27,5.03,4.1,9.6075,126.0,-91.9638106043998,44.3768752583704,06/12/2018,1,M757.2Z,,2018,1.942,0.084
9439,41027126,2.501,0.093,22.6,7.6,7.0,386.0,,8.07,6.4,9.138,118.0,-91.9213446354156,44.326984068302,06/12/2018,1,M752.9Z,,2018,2.501,0.093
9440,41027127,3.388,0.102,22.6,6.8,7.0,502.0,,5.97,2.6,7.573,109.0,-91.9251673510734,44.3257506896946,06/12/2018,1,M752.9M,,2018,3.388,0.102
9441,41027128,3.131,0.094,23.2,8.3,4.0,518.0,,2.83,10.7,5.069,123.0,-91.929114154232,44.3245813669802,06/12/2018,1,M752.9Y,,2018,3.131,0.094
9442,41027129,2.384,0.121,23.2,5.4,8.0,281.0,,10.83,6.8,9.2945,81.0,-91.9213446354156,44.326984068302,06/27/2018,1,M752.9Z,,2018,2.384,0.121
9443,41027130,3.835,0.151,23.7,6.8,7.0,442.0,,6.73,2.8,12.268,92.0,-91.9251673510734,44.3257506896946,06/27/2018,1,M752.9M,,2018,3.835,0.151
9444,41027131,3.833,0.12,23.7,6.6,8.0,458.0,,6.73,9.2,10.39,98.0,-91.929114154232,44.3245813669802,06/27/2018,1,M752.9Y,,2018,3.833,0.12
9445,41027132,1.718,0.11,23.2,5.5,6.0,202.0,0.6,7.87,4.8,9.451,102.0,-91.9638106043998,44.3768752583704,06/27/2018,1,M757.2Z,,2018,1.718,0.11
9446,41027133,1.159,0.096,22.7,7.4,7.0,117.0,,8.17,3.2,13.0505,78.0,-92.0839653499358,44.4089530075161,06/27/2018,1,CH00.1M,,2018,1.159,0.096
9447,41027134,4.119,0.126,24.1,8.0,7.0,456.0,,6.57,6.4,13.207,111.0,-92.1015523256651,44.4095248437183,06/27/2018,1,M764.3A,,2018,4.119,0.126
9448,41027135,3.998,0.134,25.5,9.2,6.0,453.0,,6.4,8.2,16.963,97.0,-92.1338315779071,44.4213518410597,06/27/2018,1,M766.0I,,2018,3.998,0.134
9449,41027160,5.075,0.213,27.0,13.9,8.0,545.0,,11.96,7.4,85.9795,72.0,-92.1338315779071,44.4213518410597,07/10/2018,1,M766.0I,,2018,5.075,0.213
9450,41027162,4.647,0.137,26.3,8.4,5.0,554.0,,5.68,6.4,23.6925,99.0,-92.1015523256651,44.4095248437183,07/10/2018,1,M764.3A,,2018,4.647,0.137
9451,41027163,1.36,0.078,25.7,8.0,7.0,181.0,,8.8,2.8,22.1275,92.0,-92.0839653499358,44.4089530075161,07/10/2018,1,CH00.1M,,2018,1.36,0.078
9452,41027167,4.217,0.121,26.4,7.5,6.0,434.0,0.52,7.52,4.2,13.207,118.0,-91.9638106043998,44.3768752583704,07/10/2018,1,M757.2Z,,2018,4.217,0.121
9453,41027168,3.858,0.121,26.3,8.2,6.0,456.0,,10.04,5.7,17.276,99.0,-91.9213446354156,44.326984068302,07/10/2018,1,M752.9Z,,2018,3.858,0.121
9454,41027169,4.729,0.131,25.9,7.8,6.0,549.0,,7.2,2.5,19.467,102.0,-91.9251673510734,44.3257506896946,07/10/2018,1,M752.9M,,2018,4.729,0.131
9455,41027170,4.759,0.152,25.8,7.3,6.0,557.0,,6.84,9.0,15.398,102.0,-91.929114154232,44.3245813669802,07/10/2018,1,M752.9Y,,2018,4.759,0.152
9456,41027180,2.641,0.154,25.5,8.8,4.0,513.0,,5.57,7.1,22.91,107.0,-92.1338315779071,44.4213518410597,07/23/2018,1,M766.0I,,2018,2.641,0.154
9457,41027182,1.35,0.072,24.3,8.7,8.0,169.0,,9.67,2.5,19.6235,108.0,-92.0839653499358,44.4089530075161,07/23/2018,1,CH00.1M,,2018,1.35,0.072
9458,41027183,2.642,0.15,25.7,9.3,5.0,509.0,,5.83,6.1,21.1885,103.0,-92.1015523256651,44.4095248437183,07/23/2018,1,M764.3A,,2018,2.642,0.15
9459,41027187,2.043,0.104,26.5,9.9,4.0,413.0,0.36,4.33,4.0,10.077,121.0,-91.9638106043998,44.3768752583704,07/23/2018,1,M757.2Z,,2018,2.043,0.104
9460,41027188,2.24,0.117,26.0,8.3,4.0,441.0,,5.23,6.1,10.8595,112.0,-91.9213446354156,44.326984068302,07/23/2018,1,M752.9Z,,2018,2.24,0.117
9461,41027189,2.564,0.144,25.8,8.1,5.0,504.0,,5.57,2.6,18.528,103.0,-91.9251673510734,44.3257506896946,07/23/2018,1,M752.9M,,2018,2.564,0.144
9462,41027190,2.514,0.154,26.2,8.2,5.0,511.0,,5.47,8.3,14.146,105.0,-91.929114154232,44.3245813669802,07/23/2018,1,M752.9Y,,2018,2.514,0.154
9463,41027191,,,25.9,9.5,5.0,509.0,1.07,6.37,8.2,29.3265,91.0,-92.1001788113369,44.4090008691448,07/23/2018,1,1812053,1.0,2018,3.9370000000000003,0.14200000000000002
9464,41027192,2.721,0.138,25.5,8.0,5.0,508.0,0.49,5.3,3.0,19.467,93.0,-92.0951278963353,44.4107615315448,07/23/2018,1,1812003,1.0,2018,2.721,0.138
9465,41027193,2.576,0.141,25.4,8.1,4.0,512.0,1.06,4.23,7.5,12.7375,111.0,-92.090160421812,44.407120933034,07/23/2018,1,1812004,1.0,2018,2.576,0.141
9466,41027194,,,25.3,4.9,4.0,424.0,,4.3,2.7,7.573,177.0,-92.0851093761701,44.4088811517802,07/23/2018,1,1812054,1.0,2018,1.904,0.089
9467,41027195,,,24.8,8.7,5.0,194.0,0.67,4.07,1.7,6.634,92.0,-92.0826259548308,44.4070606639789,07/23/2018,1,1812055,1.0,2018,1.904,0.089
9468,41027196,,,25.4,8.0,5.0,512.0,1.28,4.53,7.0,13.207,91.0,-92.0751766149241,44.4015988809412,07/23/2018,1,1812056,1.0,2018,3.397810052019844,0.11472121114036994
9469,41027197,,,25.4,8.2,6.0,423.0,0.62,6.17,4.8,18.6845,100.0,-92.0476406892396,44.3959708836465,07/23/2018,1,1812057,1.0,2018,4.284345453756279,0.14596615206126273
9470,41027198,,,25.4,8.4,5.0,432.0,0.64,6.73,1.35,17.7455,95.0,-92.0246034967154,44.3836226009184,07/23/2018,1,1812078,2.0,2018,3.17543468133667,0.118047591017954
9471,41027199,,,25.5,8.4,5.0,483.0,1.16,5.77,6.9,15.8675,109.0,-92.017767530101,44.3795127226486,07/23/2018,1,1812058,1.0,2018,4.209964424638599,0.15305711268049463
9472,41027200,,,25.6,8.3,5.0,489.0,1.17,5.57,5.4,15.085,108.0,-91.9778355325925,44.3665582876857,07/23/2018,1,1812059,1.0,2018,3.3126190242665476,0.08830925761548204
9473,41027201,,,25.5,8.3,5.0,465.0,0.73,6.3,1.8,17.902,105.0,-91.967185254285,44.3655621861733,07/23/2018,1,1812070,2.0,2018,3.1210887055831407,0.058717573498243886
9474,41027202,2.422,0.138,26.6,8.6,4.0,509.0,0.15,3.63,3.3,7.7295,130.0,-91.9446903120676,44.3252935324629,07/23/2018,1,1812026,3.0,2018,2.422,0.138
9475,41027275,1.667,0.133,23.7,5.8,5.0,340.0,0.0,4.37,1.05,6.634,105.0,-92.0149326942004,44.398844464312,07/26/2018,1,1812029,3.0,2018,1.667,0.133
9476,41027276,,,23.4,5.1,5.0,293.0,0.04,4.93,0.68,11.329,68.0,-92.0067259943374,44.4014742415534,07/26/2018,1,1812094,3.0,2018,1.498636903513478,0.12169502837838886
9477,41027277,1.501,0.121,23.6,5.4,8.0,293.0,0.03,9.2,0.82,16.8065,82.0,-92.0073614028584,44.4010296235554,07/26/2018,1,1812190,3.0,2018,1.501,0.121
9478,41027278,,,23.4,5.2,4.0,287.0,0.05,3.37,0.71,5.695,71.0,-92.004153719917,44.4050529785936,07/26/2018,1,1812106,3.0,2018,1.146551709930666,0.10961863288768194
9479,41027279,,,23.5,6.3,6.0,290.0,0.06,3.7,0.79,8.512,79.0,-92.0010451854632,44.4032252641519,07/26/2018,1,1812107,3.0,2018,1.050076340715553,0.10652079993123335
9480,41027280,,,23.1,4.2,2.0,270.0,0.0,1.77,0.78,1.939,,-91.9972398518509,44.4054426271298,07/26/2018,1,1812093,3.0,2018,0.6638890732665986,0.08458703197826699
9481,41027281,0.629,0.093,23.3,11.3,2.0,249.0,0.0,2.8,0.83,1.4695,,-91.9947439174245,44.4045204021547,07/26/2018,1,1812022,3.0,2018,0.629,0.093
9482,41027282,,,23.5,5.6,3.0,291.0,0.14,3.37,1.39,4.13,121.0,-91.9954256660475,44.4013754063116,07/26/2018,1,1812095,3.0,2018,0.963071697662387,0.08171032665349842
9483,41027283,,,23.6,6.2,6.0,350.0,0.04,8.07,1.06,6.1645,,-91.9942703176038,44.3955133872535,07/26/2018,1,1812096,3.0,2018,1.63698012684701,0.10563240036575472
9484,41027284,,,23.8,7.1,5.0,393.0,0.11,3.83,1.68,8.6685,,-91.9886720576745,44.3932132394491,07/26/2018,1,1812098,3.0,2018,2.4670347115583198,0.09123867527491278
9485,41027285,,,23.6,5.8,3.0,345.0,0.03,3.1,1.32,5.069,132.0,-91.9855102021492,44.3945356261988,07/26/2018,1,1812097,3.0,2018,1.8312725693545353,0.08218182269639895
9486,41027286,1.208,0.1,23.5,5.0,6.0,289.0,0.13,3.87,1.36,5.382,136.0,-91.9804884531213,44.3944909100644,07/26/2018,1,1812025,3.0,2018,1.208,0.1
9487,41027287,,,24.1,8.6,4.0,403.0,0.07,4.73,1.62,12.7375,108.0,-91.9818843558371,44.3864007886447,07/26/2018,1,1812099,3.0,2018,2.9059655639584596,0.05044708841236069
9488,41027288,,,24.1,8.3,2.0,441.0,0.05,1.77,1.54,2.7215,,-91.9757336265628,44.3791434974901,07/26/2018,1,1812100,3.0,2018,2.8041021606452565,0.11379435738972349
9489,41027289,,,23.4,6.8,2.0,442.0,0.16,1.77,1.58,1.626,152.0,-91.9725958639878,44.3791153148096,07/26/2018,1,1812101,3.0,2018,2.876121347931504,0.10057116234700257
9490,41027290,1.885,0.11,23.9,7.8,5.0,402.0,0.32,5.9,3.0,13.207,103.0,-91.96446943617,44.377241348829,07/26/2018,1,1812009,2.0,2018,1.885,0.11
9491,41027291,,,22.9,4.8,2.0,537.0,0.0,1.7,0.69,1.939,69.0,-92.0007134863556,44.3496552144492,07/26/2018,1,1812085,3.0,2018,2.4042912842325674,0.12945019744912123
9492,41027292,,,21.7,5.0,3.0,507.0,0.0,10.37,0.55,43.4115,55.0,-91.9994743153443,44.3487440737086,07/26/2018,1,1812086,3.0,2018,2.304978462752485,0.12983940511004904
9493,41027293,,,24.9,7.0,6.0,526.0,0.05,6.83,1.42,10.703,112.0,-92.0054802235261,44.3645516244217,07/26/2018,1,1812079,2.0,2018,4.371694607440455,0.1429000753698973
9494,41027294,,,24.8,7.5,4.0,526.0,0.05,4.7,0.78,9.451,78.0,-92.0004686596301,44.3640577314625,07/26/2018,1,1812114,3.0,2018,4.390298814503196,0.14350979308035683
9495,41027295,,,24.3,9.2,2.0,451.0,0.01,1.87,0.88,2.878,88.0,-91.9683610646196,44.3700742593141,07/26/2018,1,1812102,3.0,2018,3.1487504264841153,0.06159900275876204
9496,41027296,2.139,0.122,24.1,8.5,3.0,450.0,0.0,2.1,0.94,1.626,,-91.9689332402282,44.3732304366322,07/26/2018,1,1812032,3.0,2018,2.139,0.122
9497,41027300,2.201,0.114,24.2,7.3,3.0,450.0,0.03,1.93,1.0,3.3475,100.0,-91.9733256641407,44.3732700050073,07/26/2018,1,1812031,3.0,2018,2.201,0.114
9498,41027301,2.14,0.113,24.0,10.6,2.0,440.0,0.03,1.87,0.85,3.504,85.0,-91.975827779792,44.3737426135818,07/26/2018,1,1812030,3.0,2018,2.14,0.113
9499,41027302,,,24.2,7.7,8.0,451.0,0.3,9.2,0.41,19.3105,41.0,-91.9808555546142,44.3733374436051,07/26/2018,1,1812112,3.0,2018,2.6510264014147533,0.11161760216028473
9500,41027303,,,23.1,6.6,2.0,440.0,0.0,2.47,0.54,1.939,54.0,-91.9821651118917,44.3701981106799,07/26/2018,1,1812113,3.0,2018,3.73594997460491,0.14301424907032742
9501,41027304,2.229,0.132,24.2,7.6,7.0,450.0,0.74,9.27,2.0,18.841,95.0,-91.9889897329745,44.3747601691037,07/26/2018,1,1812012,2.0,2018,2.229,0.132
9502,41027308,,,24.2,7.4,6.0,449.0,0.1,8.03,0.66,15.711,66.0,-91.9958692644004,44.3761712914246,07/26/2018,1,1812111,3.0,2018,3.2061784585349558,0.1387796840323887
9503,41027309,,,23.1,8.1,4.0,404.0,0.01,8.5,1.21,27.918,,-91.9938633616162,44.3833559397361,07/26/2018,1,1812110,3.0,2018,2.893787632364913,0.08801205358432262
9504,41027310,,,23.8,10.0,2.0,396.0,0.02,1.43,1.18,1.626,118.0,-91.9944755535569,44.3842616181029,07/26/2018,1,1812109,3.0,2018,2.8105711969186955,0.07606075700428079
9505,41027311,,,24.1,8.4,4.0,435.0,0.08,3.9,0.63,11.955,63.0,-91.9981288658162,44.3901455856377,07/26/2018,1,1812108,3.0,2018,2.2463791896704195,0.1041533318646864
9506,41027312,1.534,0.102,23.6,6.8,3.0,353.0,0.07,1.73,0.92,5.382,,-92.004306411903,44.3960514646249,07/26/2018,1,1812024,3.0,2018,1.534,0.102
9507,41027313,,,24.1,9.1,3.0,521.0,0.06,3.5,0.98,4.443,98.0,-91.9408717861418,44.3284092209666,07/27/2018,1,1812103,3.0,2018,3.275746077866396,0.15383336729120003
9508,41027314,2.426,0.22,24.2,7.1,6.0,504.0,0.78,7.17,3.0,26.979,114.0,-91.936995940449,44.3346752768933,07/27/2018,1,1812017,2.0,2018,2.426,0.22
9509,41027315,2.448,0.161,23.9,6.5,5.0,526.0,0.29,6.6,2.8,8.6685,132.0,-91.9376798924936,44.3315306099618,07/27/2018,1,1812018,2.0,2018,2.448,0.161
9510,41027316,2.368,0.164,23.9,7.3,6.0,477.0,0.71,8.33,4.9,19.467,111.0,-91.9233157253306,44.3282450736026,07/27/2018,1,1812008,1.0,2018,2.368,0.164
9511,41027317,,,23.5,7.1,7.0,443.0,0.81,7.77,7.8,13.52,122.0,-91.9232827873019,44.3300453529156,07/27/2018,1,1812063,1.0,2018,2.121,0.125
9512,41027318,2.3,0.146,23.9,7.4,6.0,474.0,0.75,7.47,3.5,15.711,112.0,-91.938201348555,44.3373873711675,07/27/2018,1,1812007,1.0,2018,2.3,0.146
9513,41027322,,,24.7,9.6,6.0,521.0,0.11,6.63,0.56,8.6685,56.0,-91.9482349720575,44.3374802076242,07/27/2018,1,1812062,1.0,2018,3.8526990642017838,0.13946268866988581
9514,41027323,2.432,0.136,24.2,7.1,4.0,525.0,0.32,5.3,1.65,7.573,133.0,-91.9587842265175,44.3438789179762,07/27/2018,1,1812016,2.0,2018,2.432,0.136
9515,41027324,,,24.6,7.5,6.0,523.0,0.5,7.5,1.05,14.3025,105.0,-91.960522565845,44.351997382603,07/27/2018,1,1812082,2.0,2018,4.035862566856441,0.13596244993406026
9516,41027325,,,24.2,7.1,5.0,525.0,0.97,6.27,5.1,10.39,114.0,-91.9685980170593,44.3565720493301,07/27/2018,1,1812081,2.0,2018,2.9169564332198403,0.15021954311074376
9517,41027326,,,24.4,7.3,6.0,524.0,0.6,7.33,2.1,14.146,108.0,-91.967947004354,44.3579166049666,07/27/2018,1,1812072,2.0,2018,2.5222096831817358,0.1573481851981926
9518,41027327,2.466,0.155,24.4,7.4,6.0,524.0,0.37,6.53,0.74,13.0505,74.0,-91.9691937629005,44.3583780093973,07/27/2018,1,1812010,2.0,2018,2.466,0.155
9519,41027328,,,24.4,7.3,5.0,524.0,0.69,7.13,3.4,11.642,105.0,-91.9747847972415,44.3615793495843,07/27/2018,1,1812080,2.0,2018,2.8904737435135184,0.09204838549587656
9520,41027329,2.849,0.171,24.6,7.5,6.0,523.0,0.61,7.47,1.8,14.772,116.0,-91.9604589103541,44.3555979688703,07/27/2018,1,1812005,1.0,2018,2.849,0.171
9521,41027330,,,24.7,7.7,6.0,523.0,0.64,7.47,1.2,15.2415,106.0,-91.9580135264575,44.3519745200568,07/27/2018,1,1812061,1.0,2018,3.647158266327459,0.10591526223888781
9522,41027331,,,23.4,7.8,3.0,432.0,0.26,3.83,5.5,6.321,162.0,-91.9583457467913,44.3686329227306,07/27/2018,1,1812069,2.0,2018,2.6381096646115556,0.08139049790049252
9523,41027332,,,24.2,8.3,6.0,458.0,0.16,8.53,3.4,18.9975,104.0,-91.9559479344534,44.3623090017873,07/27/2018,1,1812115,3.0,2018,2.511630003413559,0.08654915027830347
9524,41027333,1.245,0.108,23.0,11.0,2.0,378.0,0.05,3.03,0.54,2.4085,54.0,-91.9478324292214,44.3599838023655,07/27/2018,1,1812033,3.0,2018,1.245,0.108
9525,41027334,2.141,0.147,23.7,7.7,5.0,442.0,0.48,6.63,4.2,11.955,115.0,-91.9534865349939,44.3595856042969,07/27/2018,1,1812013,2.0,2018,2.141,0.147
9526,41027335,,,25.0,10.0,5.0,463.0,0.03,6.47,0.92,16.1805,92.0,-91.957869939288,44.360075829427,07/27/2018,1,1812071,2.0,2018,2.2513235720884994,0.15650155166312435
9527,41027336,2.35,0.165,24.1,7.7,9.0,473.0,0.07,9.47,0.52,14.9285,52.0,-91.9566631746135,44.3573639402113,07/27/2018,1,1812014,2.0,2018,2.35,0.165
9528,41027337,,,24.1,7.6,7.0,477.0,0.49,8.27,5.2,17.7455,105.0,-91.9554405273967,44.3555521829582,07/27/2018,1,1812060,1.0,2018,2.2815646300302124,0.1557281111653836
9529,41027338,2.195,0.144,23.9,7.9,7.0,455.0,0.71,8.03,1.58,17.4325,112.0,-91.9529634000061,44.3537289187915,07/27/2018,1,1812006,1.0,2018,2.195,0.144
9530,41027339,2.041,0.127,24.4,8.7,4.0,438.0,0.05,5.87,2.3,9.138,122.0,-91.9436351191854,44.3491415643956,07/27/2018,1,1812015,2.0,2018,2.041,0.127
9531,41027340,,,23.5,7.7,4.0,394.0,0.08,6.2,1.37,8.512,98.0,-91.9404665536809,44.3509127981942,07/27/2018,1,1812083,2.0,2018,2.11025719877048,0.11998068931380274
9532,41027341,,,24.0,8.0,7.0,451.0,0.52,8.17,2.4,12.894,109.0,-91.9430806901254,44.3450851197795,07/27/2018,1,1812073,2.0,2018,2.079405037653065,0.12882155236022724
9533,41027342,1.974,0.145,25.1,10.8,3.0,431.0,0.02,3.37,0.66,2.565,66.0,-91.9393257119141,44.3446001639544,07/27/2018,1,1812167,2.0,2018,1.974,0.145
9534,41027343,1.191,0.131,25.8,10.6,12.0,291.0,0.02,8.4,1.11,47.95,48.0,-91.9305616180789,44.3436181457109,07/27/2018,1,1812035,3.0,2018,1.191,0.131
9535,41027344,,,23.3,7.7,4.0,394.0,0.46,6.17,3.2,8.512,118.0,-91.936254945305,44.3409704337876,07/27/2018,1,1812074,2.0,2018,1.5597589329166972,0.14400744294206486
9536,41027345,0.647,0.141,25.6,8.7,9.0,297.0,0.0,4.73,0.44,6.008,44.0,-91.9324512820024,44.3431856773822,07/27/2018,1,1812036,3.0,2018,0.647,0.141
9537,41027346,0.664,0.072,23.7,7.3,8.0,274.0,0.0,6.56,0.48,6.634,48.0,-91.9330621148662,44.3440916778845,07/27/2018,1,1812034,3.0,2018,0.664,0.072
9538,41027358,2.845,0.131,26.3,13.6,5.0,582.0,,7.5,6.0,36.995,89.0,-92.1338315779071,44.4213518410597,08/09/2018,1,M766.0I,,2018,2.845,0.131
9539,41027359,3.005,0.141,26.7,13.7,6.0,580.0,,8.0,5.3,40.438,104.0,-92.1015523256651,44.4095248437183,08/09/2018,1,M764.3A,,2018,3.005,0.141
9540,41027360,1.28,0.094,26.1,8.3,11.0,152.0,,14.37,1.4,17.1195,89.0,-92.0839653499358,44.4089530075161,08/09/2018,1,CH00.1M,,2018,1.28,0.094
9541,41027364,1.769,0.104,27.6,8.5,2.0,383.0,0.17,1.97,3.8,1.0,184.0,-91.9638106043998,44.3768752583704,08/09/2018,1,M757.2Z,,2018,1.769,0.104
9542,41027365,2.076,0.112,25.8,8.5,4.0,406.0,,6.03,6.1,12.894,112.0,-91.9213446354156,44.326984068302,08/09/2018,1,M752.9Z,,2018,2.076,0.112
9543,41027366,2.62,0.12,25.2,9.4,6.0,540.0,,8.2,2.6,24.788,101.0,-91.9251673510734,44.3257506896946,08/09/2018,1,M752.9M,,2018,2.62,0.12
9544,41027367,2.846,0.126,25.6,9.7,6.0,587.0,,6.07,8.8,23.0665,106.0,-91.929114154232,44.3245813669802,08/09/2018,1,M752.9Y,,2018,2.846,0.126
9545,41027370,1.739,0.095,24.9,7.0,9.0,542.0,,7.57,5.6,32.926,80.0,-92.1338315779071,44.4213518410597,08/22/2018,1,M766.0I,,2018,1.739,0.095
9546,41027371,1.748,0.097,25.1,6.7,9.0,545.0,,6.27,4.7,29.17,99.0,-92.1015523256651,44.4095248437183,08/22/2018,1,M764.3A,,2018,1.748,0.097
9547,41027372,1.369,0.1,20.6,9.1,15.0,182.0,,12.5,1.22,30.2655,82.0,-92.0839653499358,44.4089530075161,08/22/2018,1,CH00.1M,,2018,1.369,0.1
9548,41027373,1.03,0.133,22.5,6.9,2.0,416.0,0.05,2.13,3.8,2.252,284.0,-91.9638106043998,44.3768752583704,08/22/2018,1,M757.2Z,,2018,1.03,0.133
9549,41027374,1.563,0.103,24.2,7.7,9.0,460.0,,7.67,6.5,30.422,92.0,-91.9213446354156,44.326984068302,08/22/2018,1,M752.9Z,,2018,1.563,0.103
9550,41027375,1.586,0.095,24.5,8.0,10.0,474.0,,8.63,2.7,27.1355,96.0,-91.9251673510734,44.3257506896946,08/22/2018,1,M752.9M,,2018,1.586,0.095
9551,41027376,1.661,0.105,24.2,7.3,8.0,492.0,,6.87,8.7,28.3875,98.0,-91.929114154232,44.3245813669802,08/22/2018,1,M752.9Y,,2018,1.661,0.105
9552,41027396,1.719,0.16,22.8,7.0,9.0,536.0,,6.96,6.0,22.9403,97.0,-92.1340042423484,44.4232707508319,09/05/2018,1,M766.0I,,2018,1.719,0.16
9553,41027397,1.727,0.156,22.8,6.9,8.0,536.0,,6.68,5.1,21.87,93.0,-92.1017239049211,44.4114437972796,09/05/2018,1,M764.3A,,2018,1.727,0.156
9554,41027398,1.381,0.191,21.7,7.9,47.0,168.0,,145.8,1.5,17.283,29.0,-92.0841363522688,44.4108719828563,09/05/2018,1,CH00.1M,,2018,1.381,0.191
9555,41027399,1.12,0.129,22.4,7.0,7.0,308.0,,3.18,3.7,7.3445,219.0,-91.96396505129,44.3787942723801,09/05/2018,1,M757.2Z,,2018,1.12,0.129
9556,41027400,1.32,0.2,22.2,6.7,40.0,332.0,,37.24,6.1,13.1547,48.0,-91.9214975954724,44.3289031412753,09/05/2018,1,M752.9Z,,2018,1.32,0.2
9557,41027401,1.675,0.2,22.4,7.3,28.0,452.0,,39.04,2.5,24.4693,40.0,-91.9253204334568,44.3276697591583,09/05/2018,1,M752.9M,,2018,1.675,0.2
